"assessmentUid","user.grade","ageMonthsAtTest","org_name","school_type","completed","numAttempted","totalCorrect","runTime"
"YCF419AIgvVkbnc39DDyuRpns2F2",3,102,"BRSSD","public","True",29,11,275.089999675751
"kPwiQLP237TsKUsa8mA4i6NcZpQ2",3,112,"BRSSD","public","True",29,19,452.007000207901
"UNZ140MaeFdXkbMHQuGQxKwzlFA2",3,102,"BRSSD","public","True",29,25,257.664999961853
"BAkycmxgnYa4txNGK1osQoTPKOs1",2,90,"BRSSD","public","True",29,4,411.894999980927
"qvE5bT6I9jSORqvJE6p3PbtL3OD2",3,105,"BRSSD","public","True",29,17,461.975000143051
"1ypjLN8ZDZf8cyRn3msbZ6WxYEB2",3,107,"BRSSD","public","True",29,19,465.247000217438
"uLwHAHJd06blK6AxBHf8rG4hEDb2",2,94,"BRSSD","public","True",29,16,415.476999998093
"z9FKhsyuSMfrzcXmvjvqUS6B63b2",2,97,"BRSSD","public","True",29,8,400.319000005722
"Dhdy0bsWu9OLWHdrLLQaIeResIt1",2,98,"BRSSD","public","True",29,14,215.97000002861
"HH5UkWSyorQjiHWWYsdeHumsquF2",3,104,"BRSSD","public","True",29,7,363.917999744415
"irXhyLNkkKbeKoOXAlEMByiram73",3,104,"BRSSD","public","True",29,22,601.448999881744
"jFlrZRAJ3JekjgNc2EQW3in8QNq1",3,108,"BRSSD","public","True",29,12,720.469999790192
"eOQLSI09F2OEzANP0Nlxup15zv23",2,95,"BRSSD","public","True",29,9,238.337000131607
"tM7S8KNX6TSjcVEOFDSCBLOrMDq1",2,94,"BRSSD","public","True",29,16,365.683000087738
"Dkk86kBBvNbvaEGJo5FJBlXlzCU2",3,103,"BRSSD","public","True",29,10,217.235999822617
"7xJbcw2e4ofwjKmehbJHVMn6Xuy1",3,103,"BRSSD","public","True",29,18,389.690999984741
"iDSiFHHYBqW9gPBdEGL4PEyRkg33",3,108,"BRSSD","public","True",29,17,365.230000019073
"TA2wCtFBJseeedB2U4UKAmjhvRQ2",2,97,"BRSSD","public","True",29,4,169.657999992371
"TNKz3FbXQ8SIzYtsnMAsBV5xUXw2",2,98,"BRSSD","public","True",29,9,276.607999801636
"7fCXrVgvtkVbIZIV5C0sAa88aKD2",2,94,"BRSSD","public","True",29,18,852.675000190735
"TQQhiiPVIbTUXBQyetlcgCGWw8H3",2,90,"BRSSD","public","True",29,7,264.986999988556
"HXo5tGKUalRxIBmCAxqW6W0o1703",2,100,"BRSSD","public","True",29,6,211.296999931335
"wUEV9tB0XXdKBYYOPak7lPYFi6p2",2,100,"BRSSD","public","True",29,15,531.069000244141
"WWK9n4YJxcgxFKe07M6wJAEuInD2",2,90,"BRSSD","public","True",29,17,290.671000003815
"UQC3r1obLJbaDl5hbzOQY1kKL0Z2",3,105,"BRSSD","public","True",29,13,325.180999994278
"dQVGs1hB76eNY55D1QSaMldgQAS2",2,95,"BRSSD","public","True",29,19,442.75
"VAxlw08VVHUDEvaLzAuLjVbztBg1",2,96,"BRSSD","public","True",29,22,302.563999891281
"OL38YNoWEYQkEAwVWI1BCDIME2X2",2,91,"BRSSD","public","True",29,7,237.213000059128
"ulVCk5slXlPnrnXBHerxr9kc7233",3,106,"BRSSD","public","True",29,22,486.282999992371
"erpLcSMUHtQm6f87nIXoqgJE7d12",3,110,"BRSSD","public","True",29,12,398.401999950409
"0nXchWZwFzdtUFvGJNQ5F30pqNo2",2,92,"BRSSD","public","True",29,13,385.175999879837
"fMaVMtrxa3QwmN0FjSy6VgPAJpC3",3,103,"BRSSD","public","True",29,22,288.758000135422
"JrdfZLWRRNMUrxhg1v5CLqeLRpR2",2,100,"BRSSD","public","True",29,19,485.611000061035
"H6uS0cBpvSMbtZihXGvOAfmwgf62",3,102,"BRSSD","public","True",29,8,600.141999959946
"Sj2mgwSeP1Qc4KXnJBbalgh32p42",2,99,"BRSSD","public","True",29,5,103.205999851227
"kLJWXABCqJTpDUPtqUGsY6G2kiG2",2,103,"BRSSD","public","True",29,11,248.96799993515
"CtUtAMV6K9WCeTqpeyj7WQ1MR5P2",3,102,"BRSSD","public","True",29,19,391.84099984169
"K0MZgIWWhJg5tu3cP5kmvivKzYy1",2,99,"BRSSD","public","True",29,17,349.891999721527
"T2SNm63WUxPIaRW5VS5doipopRw1",2,90,"BRSSD","public","True",29,10,313.453999996185
"yQgECxtnGHdKIOsJZuKQdDKyUjz1",2,101,"BRSSD","public","True",29,17,511.243999958038
"6eOqmvj8TndpGIB8aaS96Ff1aI62",2,97,"BRSSD","public","True",29,6,138.352999925613
"59nchcdWHaWq8inOXsYylgOcZd32",2,99,"BRSSD","public","True",29,14,149.115999937057
"pZKfqBEXykZSSnFxEriHeP0x1VC2",2,90,"BRSSD","public","True",29,4,280.528000116348
"UcWIydxAQgeacaETHhJaDU12AX12",2,101,"BRSSD","public","True",29,14,206.118999958038
"ZX3Wf62oNQVfxQXMBw6W3AzxbX32",2,95,"BRSSD","public","True",29,3,345.773999929428
"YUL4yATCLsWkaqmynoZAeAVn6O83",2,93,"BRSSD","public","True",29,7,355.542000055313
"jG4OdqMUrSbe361UIZcaXDG4ueA3",2,97,"BRSSD","public","True",29,15,331.419999837875
"dsWnlq9WwLREopjRcP9GSufc7Jk2",3,107,"BRSSD","public","True",29,9,183.833000183105
"vCt7JpnugjcM5JpWxqMJOpHq2Po2",2,95,"BRSSD","public","True",29,14,388.572999954224
"BkH96omnDsPBO8JcEm4iyCgqgQB3",2,106,"BRSSD","public","True",29,7,236.526999950409
"NMxUi35o3SW9rVuF2Kxjmh1WYnx1",2,90,"BRSSD","public","True",29,11,476.240000247955
"5yrSS4VrR5cTz2iqd3cSRcyJJLn1",3,112,"BRSSD","public","True",29,10,447.470999717712
"DueKVK7N78fymD4jJshNAJZENaT2",2,97,"BRSSD","public","True",29,21,415.310000181198
"nRbEHNdyfPZeZ5AR3LafB4wdKMj1",2,99,"BRSSD","public","True",29,23,174.504999876022
"fdGuNeGunzMB6nU7JciJI8Ap5yv2",2,95,"BRSSD","public","True",29,12,457.458999872208
"nX88Is22e0bhaKMzSBah720XSKd2",2,94,"BRSSD","public","True",29,10,646.920000076294
"A0LQEvN26TM3AN1SlbcyWzEaNmY2",3,112,"BRSSD","public","True",29,13,246.713999986649
"p3rMu5Qhs0bWiYK2l0uVXtoKoXG2",2,99,"BRSSD","public","True",29,18,493.582000017166
"kLb3vHFRxIMaW0DlFK7dnCyRIcc2",3,103,"BRSSD","public","True",29,21,428.325999975204
"TS6VMzpBHqcZsZNRwIJDh3YgB0L2",2,101,"BRSSD","public","True",29,11,504.898000240326
"VP5jmId6McWpA82kdiw0q4RpEKg2",2,94,"BRSSD","public","True",29,19,212.19000005722
"RUSpwMN8RQRoZNj4z8N7fYLzD7H2",3,105,"BRSSD","public","True",29,16,444.451000213623
"opP85XA7aef3UEuQv70zbxMM8ga2",2,103,"BRSSD","public","True",29,13,190.954999923706
"IplVvXYhNBMi3yAaTj19uwkqag52",2,101,"BRSSD","public","True",29,10,278.835999965668
"YnsLeg1kauNl16jVhiKbH5qdD082",3,110,"BRSSD","public","True",29,27,312.008999824524
"owfiCbmqR8OZ3iFhea8BIdEXUaB2",2,96,"BRSSD","public","True",29,11,298.266000032425
"8UkKiNuHj6YRfx0hgaqj3e8FyXo2",2,93,"BRSSD","public","True",29,10,452.542000055313
"lpLNgjFgeoNTkjmFQClzoRUjoei1",1,89,"BRSSD","public","True",29,10,219.686000108719
"W0yb4AxTYhbvrsCjQQxP5uGdpA22",3,107,"BRSSD","public","True",29,10,216.085999965668
"8XcF0Bqi53XbAw2tBzYsdsOR3ZI3",1,79,"BRSSD","public","True",29,9,231.648000001907
"NFMRZnIr6jXzy0dc4nob7FpNbzT2",2,89,"BRSSD","public","True",29,22,306.680000305176
"S39P64XZ16eUVZyCoq53qmEzkwT2",3,111,"BRSSD","public","True",29,18,307.64899969101
"FCdhUEzXKpgKIrIgCyXRE1ua59E3",3,112,"BRSSD","public","True",29,21,301.913999795914
"Jvlc0sqaRZVRUG3Ka7iOKkKkyBp2",3,113,"BRSSD","public","True",29,13,626.40499997139
"0i4E7ufhQhfJ42rZCbvq7pp3SKm1",1,84,"BRSSD","public","True",29,10,398.8109998703
"69VG4Tp8dVhcXOTGYKlHpjjgIPC2",1,81,"BRSSD","public","True",29,6,311.175000190735
"kb4a8J5qlsMvBxIyC0RJi2nrOzp2",1,79,"BRSSD","public","True",29,12,419.702999830246
"loeKrXFuHVTX448A4TVIphmQ4rJ2",3,110,"BRSSD","public","True",29,13,344.293000221252
"lOpoHfCSnAZsL4RURJftgfMwuzd2",3,111,"BRSSD","public","True",29,19,306.602999925613
"TVwhHHhHSLcYUIowYx3M4nFNA2q1",2,97,"BRSSD","public","True",29,6,170.463000297546
"zsruj07PkKhDFB1QZscPiukQmil1",1,88,"BRSSD","public","True",29,10,665.915999889374
"pvessw7OkgdlPKvL6c6U0NYjr6I2",3,106,"BRSSD","public","True",29,18,618.519000053406
"i6OTIhHtALgSg1S3Qfd1W4psFzt1",2,94,"BRSSD","public","True",29,6,395.452000141144
"Ut9DKzEcBIMJ0zdtvS7jywWSwSH3",1,84,"BRSSD","public","True",29,18,361.342000007629
"GKCkgXbGXQNiuYC2nPI2zHOvUas2",2,90,"BRSSD","public","True",29,10,346.521999835968
"CJQ2LO1yrrXApS9bRsgGnMibx9y1",3,107,"BRSSD","public","True",29,23,362.994000196457
"fB78nCpxaHcGlPjo4xJYV8VaN6I2",2,91,"BRSSD","public","True",29,8,410.048999786377
"4C41dCLIKCVj2IvoMfF2zPuU7D12",3,109,"BRSSD","public","True",29,21,436.205000162125
"3Br2PEp8oveLD7KXsHFY6Fc67Kl2",1,83,"BRSSD","public","True",29,7,458.041000127792
"himNKzUGzweHh0qj59mY6iNlXUw1",2,90,"BRSSD","public","True",29,10,200.151000022888
"vEruy0BoGFfBCUzBjkSvKXfHH422",2,98,"BRSSD","public","True",29,23,219.62900018692
"93h6virET3Tdi45pweH1DWwFnYy2",1,87,"BRSSD","public","True",29,4,161.322000026703
"ARj92U9I2mMYOb9aaVdwoQauScg1",1,83,"BRSSD","public","True",29,8,182.576999902725
"BptjuNacZGez2vFraD2guzgVuzK2",2,99,"BRSSD","public","True",29,7,155.880999803543
"1FmzQBsFWFXO21ec8TXDZTLoYew1",3,110,"BRSSD","public","True",29,22,279.22100019455
"TFEdMdZuN2YNKb8ramJhbFT3NXr2",3,107,"BRSSD","public","True",29,17,484.250999927521
"AFyWiX4jEnbFCxwXdJFDB1csTg22",1,81,"BRSSD","public","True",29,6,143.415999889374
"JWleJLCfFNfSSGHwJbuLQ6MIQTn1",2,94,"BRSSD","public","True",29,10,130.705999851227
"P7bjDklRUGeEFvxrPZdqGhcFHWx1",1,81,"BRSSD","public","True",29,8,189.453000068665
"2ePGwPuSubcoqGcRcpndH5KYuVh2",3,107,"BRSSD","public","True",29,14,570.030000209808
"tjTPO6Yhe6WPrhgF75rn4sIM6Te2",2,94,"BRSSD","public","True",29,24,393.638999938965
"yu1oolcUyNbHX24b1SJpCD9jnjn2",1,80,"BRSSD","public","True",29,6,159.102000236511
"mashKZnu5gaJJu8pjorASG3ud6I2",2,90,"BRSSD","public","True",29,10,200.040999889374
"Xo3Kd0HBPaMuNwqlPfd22EAb3y72",1,85,"BRSSD","public","True",29,19,497.466000080109
"qOaZkCQALkZBrR14oiHEHOm0Lo72",3,108,"BRSSD","public","True",29,8,454.493000030518
"XulfpXNt9FSYQA3yid2ZjklepXu1",1,83,"BRSSD","public","True",29,5,577.751000165939
"fOxIJjimLfVYp2WG4zARFpx7K6B3",2,100,"BRSSD","public","True",29,6,257.572000026703
"rJkcERDuLENavSzS1lbbbkD67AE3",1,79,"BRSSD","public","True",29,6,113.929999828339
"3SYMAk9DgrXVQNWIeo89Zf47yYV2",1,78,"BRSSD","public","True",29,10,420.450999975204
"tan7bDUuXjUoRrv5IDRSTUu53HA2",2,95,"BRSSD","public","True",29,9,105.763000011444
"WQkn03qNl0YObsIRJuakskjLSTx1",1,84,"BRSSD","public","True",29,8,120.010999917984
"z8DfrTdgA0aJO6BZbQOOKo3PhCR2",2,93,"BRSSD","public","True",29,8,444.044000148773
"CmAE3u9jPBQFbB2ICxEZs5G90kf2",3,110,"BRSSD","public","True",29,14,339.539999961853
"BhOmGQfhhiVkypK5rZhY9ScxFyi1",2,91,"BRSSD","public","True",29,4,353.985999822617
"FxpOOhQMgycKuLdsWfwFRjEddZ33",1,85,"BRSSD","public","True",29,8,209.416999816895
"1Y9zUJsxg0TcB4T7VCv16zGotbm1",3,112,"BRSSD","public","True",29,10,455.563999891281
"3sCOVRgBZgY9eUZi5QvpKKEQZ3o2",3,106,"BRSSD","public","True",29,4,173.888000011444
"vyWF6UMBPaahlQGyYrjNII17oYy2",1,85,"BRSSD","public","True",29,9,168.199000120163
"6hvDoJZIsQUUJfKBXwbx4QjzKg13",3,112,"BRSSD","public","True",29,17,353.300000190735
"XSHL2Qvr5gaVVKId55wjvhsWCRE3",3,102,"BRSSD","public","True",29,7,175.947999954224
"ERnSrV4NHfcovvqdPhqoYbcLYCB2",3,113,"BRSSD","public","True",29,24,308.822999954224
"SkV85sVWnSOsBORs8MdtW2cPF4D3",3,105,"BRSSD","public","True",29,10,394.730000019073
"fEZzH4r9DxaElVdyQ4xPlsiSgea2",2,99,"BRSSD","public","True",29,19,853.753999948502
"reYdNpq4cJXwfKjKDVMMnMT316u1",2,93,"BRSSD","public","True",29,21,390.957999944687
"mFgAUjT0QNgqTxSCVgRLcipFKHz2",3,107,"BRSSD","public","True",29,15,316.840000152588
"PnOmbUQCIjV4Y6WdYgYm7AAgowF2",2,101,"BRSSD","public","True",29,16,486.796000003815
"T1p23XWXecfi1dsB1IOR6NeIuOw1",3,109,"BRSSD","public","True",29,23,331.255000114441
"WZ9L8JsgOVeoA9fAgKhqRuUrEhM2",3,105,"BRSSD","public","True",29,8,336.822999954224
"TihQSECKmWdPWrBNkurqZtxKnfo1",2,94,"BRSSD","public","True",29,8,150.606999874115
"i3EEJg0ps1SDSL4sz3hx7iEhkeG3",3,109,"BRSSD","public","True",29,21,387.715000152588
"GusqL0eGGKdiYO8wjJBbIQtnMtD3",1,82,"BRSSD","public","True",29,5,96.8359999656677
"CaZv6Dzxjxcsxa7VyGcne9ojnlo1",3,112,"BRSSD","public","True",29,25,224.669000148773
"utPGrfJ3FvNNAl0S4bAFJqejjvx2",1,84,"BRSSD","public","True",29,8,143.976000070572
"X2MxxrtAftaSkEoFHHGUi67llCj2",2,97,"BRSSD","public","True",29,12,296.432000160217
"1SQvsMFTOyVo3DBIGmghAT7PQdZ2",3,113,"BRSSD","public","True",29,13,292.833999872208
"j41nFgpbrHfCw996xdgtzRByiFo2",2,94,"BRSSD","public","True",29,10,170.923000097275
"3dkxZyVI1FRmnYAuRfSMKO9AJ9h2",1,79,"BRSSD","public","True",29,6,221.212000131607
"M1fVkwFlPxTQtcaldxG2zY9T6Gf2",3,112,"BRSSD","public","True",29,7,184.979000091553
"IqdqYo7w9FZ5IOpttLiE8Vowrbs2",2,96,"BRSSD","public","True",29,6,182.733999967575
"qB4GTqHfVzUogueJYPVFeDWYKhC2",3,108,"BRSSD","public","True",29,17,458.825999975204
"kkl5SGXTR6QOC0SymkjFRCVr9W83",3,109,"BRSSD","public","True",29,10,375.765999794006
"oDfTFhGKQsSLE5WUvibSpGxW98L2",1,82,"BRSSD","public","True",29,10,716.843000173569
"5ChGClxDZuhZrqNtbd3yqOtjVd63",1,84,"BRSSD","public","True",29,11,621.733999967575
"x6RvLlP0HTekitA7kCkOrWcrUSS2",3,104,"BRSSD","public","True",29,21,232.732000112534
"SyPHI9EAiccNVXtJkqxCi9nlmjL2",3,107,"BRSSD","public","True",29,25,297.12700009346
"tLh7fdpkToPZyJUHmtBD2XUhZTx2",3,111,"BRSSD","public","True",29,25,384.674000024796
"MUDJWGy7LbQTF8BUJOJsv3gRrm13",3,109,"BRSSD","public","True",29,16,330.182999849319
"bNzJcP0lsHbrY7D94sSE71irpn02",3,107,"BRSSD","public","True",29,22,374.908999919891
"jTtSXzxATZPAOXJdhkYEEN9j5Qy1",3,107,"BRSSD","public","True",29,12,1029.15100002289
"XNJ78zwDwDZ22WigbMKTEZoXUQx2",3,109,"BRSSD","public","True",29,17,454.515000104904
"Lz1QMqwR0wUrUDaWu46mwMjXa1x2",3,102,"BRSSD","public","True",29,12,462.993000030518
"binUnq9DMNWinbnxWV3Bbt9I7OO2",3,103,"BRSSD","public","True",29,15,967.995000123978
"1O936y5MJNScUcsJzkY9tuZJ6Q42",1,81,"BRSSD","public","True",29,5,135.001999855042
"5vj2ppPSLWWQ6W8As8FD2godctm2",3,113,"BRSSD","public","True",29,12,480.368000030518
"5osejLhDzogkevGQRjJXg6BbTZs1",2,101,"BRSSD","public","True",29,24,614.717000007629
"DBqwgl12LLWQ4Pn3p1eYEjfETHQ2",2,100,"BRSSD","public","True",29,12,321.81299996376
"1fXqNhGHyYZNpWzp20zU6xoJ3O63",2,95,"BRSSD","public","True",29,10,208.15900015831
"796SfHYN0YcpZK5pJmPTgmGE6ui2",2,93,"BRSSD","public","True",29,13,317.25400018692
"SRgTJ2duYncBXr4PcmgtrGLrox33",3,107,"BRSSD","public","True",29,15,393.296999931335
"P2HInDACBzLFb3hnlfTtLsvVPga2",2,99,"BRSSD","public","True",29,16,358.442999839783
"CYmiDUvBRiWz20THsrsVttKB9Y93",1,87,"BRSSD","public","True",29,13,341.834000110626
"h81r74YyY8dgLRBrUDcoPzyKqZb2",1,87,"BRSSD","public","True",29,9,677.406000137329
"H8iPcYH0srRL3zmsm0Ewt98s3l82",3,107,"BRSSD","public","True",29,11,342.959000110626
"tnhzSeyteCSDdCALHkStFauwEVj1",1,88,"BRSSD","public","True",29,12,370.789999961853
"0l8ZRjMhZSQUvKH6wa5PMpUy4aI2",1,88,"BRSSD","public","True",29,17,495.068000078201
"qFcmAxA4kqMEgggcGnXwAivLap83",2,101,"BRSSD","public","True",29,13,329.125
"bNlxzEVc9fgdl4V0NXBl487bUc23",1,80,"BRSSD","public","True",29,15,1063.61899995804
"4aAEL6gpDCYMR7mlddWVv18AlYg1",3,111,"BRSSD","public","True",29,20,287.582999944687
"d1KcRwCtr2agBXXjMc1GFRzijq12",1,81,"BRSSD","public","True",29,7,603.634000062943
"BRxMLzzclSdWr0ONcYbzd7uQMeA3",1,79,"BRSSD","public","True",29,6,180.844999790192
"7auDxrYviia2ybKPvsbF0Nq6N9r2",2,96,"BRSSD","public","True",29,12,396.091000080109
"Q5otpPTQIcQMOgVqJ7mW1wCYNpv1",1,85,"BRSSD","public","True",29,10,141.478000164032
"0FVXYuOne3UHEwpg0k5dE45CuIo1",1,80,"BRSSD","public","True",29,5,229.667000055313
"CHh7qepGQ7TWpxGr2617gwqHI1i1",1,89,"BRSSD","public","True",29,4,198.084999799728
"Y0quB63d3EWHuXQUgynS9nGA9vN2",2,101,"BRSSD","public","True",29,23,319.121000051498
"DBzUc49TXMOqSWzKcyY5G6pVnUo1",3,102,"BRSSD","public","True",29,14,469.009999990463
"usEjSZH2PYOqI4EUMeNIBLbEA0A2",3,109,"BRSSD","public","True",29,9,86.1710000038147
"tqCiEZ6xhkaC3UnTYrYh0DQY4yf2",2,100,"BRSSD","public","True",29,21,271.791000127792
"ytYnSEaSfjdQmq5vkcTmuChHv5f2",3,102,"BRSSD","public","True",29,13,376.101000070572
"wootiT2cxjQ6k1OBTEirKScLWPx2",3,107,"BRSSD","public","True",29,24,280.022000074387
"pGV6eSDKk6bKFwH2BGyRQyiC6Sq2",3,110,"BRSSD","public","True",29,19,504.936000108719
"4b5RNH7yoHMQYGIqF8oZOKb3eSs1",1,85,"BRSSD","public","True",29,8,300.292999744415
"DG2jtspFoIca8p7vXTR6mm1QsM62",2,94,"BRSSD","public","True",29,13,439.335000038147
"8wi3HibKM4SRs2j5IpE8vqThEyh1",3,106,"BRSSD","public","True",29,20,270.47200012207
"pIkdlhftwBgePCvY62v203Vszq42",3,103,"BRSSD","public","True",29,14,164.473999977112
"aePftga11weMCkSO80nS82LyZFf2",1,86,"BRSSD","public","True",29,5,221.195999860764
"Q8l9k7EQ1AN16PCOYHZ9cfgJwVt2",3,113,"BRSSD","public","True",29,16,776.026000022888
"jl60yxh4eKRhS0a1upgdgEswuCF3",3,113,"BRSSD","public","True",29,10,669.901000022888
"oW6yYkarIrNnwEcfaDX2xZMA1Vz2",3,109,"BRSSD","public","True",29,15,332.717000007629
"RWvO6wj3HJaAN4vFt4Foj0D2SKk2",3,102,"BRSSD","public","True",29,19,385.670000076294
"8TW0uWu07SOQatsw87XupKKNeJ22",2,89,"BRSSD","public","True",29,9,402.457000017166
"sLpglL4ZnWg7eQ1IlpQmaDQd39j2",1,87,"BRSSD","public","True",29,11,366.454999923706
"GlBL114v8CgT6uotH6jVNX7udFE2",3,103,"BRSSD","public","True",29,13,309.086999893188
"kOkiuTwPT7WxddmPO4gmbszYfCv1",3,102,"BRSSD","public","True",29,11,479.636000156403
"NUBJ6klZRib2OnTX3bSoxFtOtcy1",1,79,"BRSSD","public","True",29,10,295.141000032425
"1IVWVTjsAjh9sUoTuRqXUaaHONH3",2,94,"BRSSD","public","True",29,10,194.101999998093
"hEt3Nv0LQATmjY89Ez1CnmIpx3Y2",2,90,"BRSSD","public","True",29,19,161.045000076294
"hAfY66gtEceYA6xjv0AiUFsDos63",3,103,"BRSSD","public","True",29,15,446.493999958038
"ZA4oovnYbaNNk0d3emt0SFGQbOT2",1,78,"BRSSD","public","True",29,8,207.967000007629
"2sXCvHWnQ4hN21ocLWJspu3TwEg2",3,111,"BRSSD","public","True",29,24,258.997000217438
"o8ZSTxCX3ihGqjORUaqwwJDQ46j2",3,112,"BRSSD","public","True",29,19,311.505999803543
"yNjDLSe7soRj1A3wTXrqe3JlvVC2",2,93,"BRSSD","public","True",29,6,325.56299996376
"omOv6dlKazU1htLnw80FnxrEdk82",2,97,"BRSSD","public","True",29,6,535.868999958038
"Eu3HCdezM6emClNvKzJ3oEbFa643",1,85,"BRSSD","public","True",29,8,261.906000137329
"hjybntnNzeUS309M9IQeeJVSH3R2",2,94,"BRSSD","public","True",29,16,440.008999824524
"WjdZLPV62ZO6LhulIC5Et5rhvIw1",2,101,"BRSSD","public","True",29,23,271.789000034332
"xb5kOKdAyIYWJW60BS6KdauWtdC2",2,93,"BRSSD","public","True",29,10,138.81500005722
"e2MPJP4wUTTwRSGBuPO2tYQXn303",2,101,"BRSSD","public","True",29,9,258.233000040054
"Si3ZUD18rwgSRUBWEGFAs75XQ7e2",2,91,"BRSSD","public","True",29,10,207.060000181198
"ja0uISfYkcNblOTqS0ZyTaBs0pr1",2,91,"BRSSD","public","True",29,18,396.898999929428
"iLCS1CMnWAYv4yLcexpFW3PwYjB3",2,91,"BRSSD","public","True",29,14,371.120000123978
"jEstMnEwA8MbLE12Mg2ZraGCC0p1",2,93,"BRSSD","public","True",29,17,299.365000009537
"mU2ahXOYgJNz2DgAE56XCjNsyRD2",2,96,"BRSSD","public","True",29,23,365.927000045776
"kFVPYPaj1NhxAE7XpVeLMxfXCM53",2,94,"BRSSD","public","True",29,15,379.071000099182
"AxHgJjegnTUCPkapPi4AVzDEeVm2",2,94,"BRSSD","public","True",29,10,113.297999858856
"qBNigFrZjdMj1tKzCgDuH7JUUYF2",2,92,"BRSSD","public","True",29,9,491.063000202179
"hXZvprGPNFdjcEPhTU2of0luDBk2",2,96,"BRSSD","public","True",29,21,539.378999948502
"sUyqfZUUSiR9H93gLzCnG81sNnE3",2,97,"BRSSD","public","True",29,19,354.368999958038
"0p6PeLeHIYXe75IVsjbwlrWaWUf1",2,91,"BRSSD","public","True",29,16,376.523000001907
"fpCEaSfhabTufA5Wz92bDhbJqgp1",2,95,"BRSSD","public","True",29,9,401.289999961853
"MHFi4HRpsQSMzUSy0W5PabOoS772",2,101,"BRSSD","public","True",29,7,192.87700009346
"INACxi7GJ2N9jYyuD6gIwZeEkhF3",2,92,"BRSSD","public","True",29,20,471.950999975204
"Z1taD8cR3jTwQu2FVR5gruBTvrH2",2,96,"BRSSD","public","True",29,26,434.095000267029
"IFZbBOY44sbMslxeEt4ymiqUXgg1",2,101,"BRSSD","public","True",29,12,433.200999975204
"LibI27BTFYavlt5JNyMu6ZO3ymB3",2,98,"BRSSD","public","True",29,7,152.401999950409
"MFtOxyS4SWVVV0VEExSqkWo7g6r1",2,90,"BRSSD","public","True",29,17,412.503000259399
"WMtsP0ixn3hf9NS0mfovHEPxysp2",2,101,"BRSSD","public","True",29,23,390.756000041962
"RD5M8cvbpWeIUUllDrlyvsTlgbB2",2,105,"BRSSD","public","True",29,9,297.399999856949
"6QmyRsPW86hReBD5dwaE5WOzAse2",2,101,"BRSSD","public","True",29,9,210.259000062943
"EWGeDt8TRfQHinjJczyk47WCDho2",2,91,"BRSSD","public","True",29,18,267.976999998093
"ofylUSJlvpUcaL22YXhvx1tGiTu2",1,80,"BRSSD","public","True",29,6,113.838000297546
"5imxfPNOaNMw7zgkREIrFjoFLrK2",2,100,"BRSSD","public","True",29,12,525.404000043869
"18bktmPwkmZJ0PXMOSQh9wJ5qEf1",2,101,"BRSSD","public","True",29,12,465.381999969482
"ymEr1qzk77Uy5OcsCpZGdnQdjYM2",2,102,"BRSSD","public","True",29,14,657.490000247955
"9xBH3ELSVSagWkAqdaGxEQrhtcu1",2,100,"BRSSD","public","True",29,13,475.34099984169
"XzAZ6pSvf8PSNQ2xELBQrgzzppZ2",2,99,"BRSSD","public","True",29,22,351.167999982834
"3kpoQsWQlON0tpgMDlNjGI4tZ7N2",2,98,"BRSSD","public","True",29,25,690.602000236511
"JYffiIcqxzfQFxBsLLVz68w5FaC3",2,93,"BRSSD","public","True",29,7,251.740999937057
"aZZKKXaadjaBoRVyUEyrPvixOmo2",2,90,"BRSSD","public","True",29,2,206.739000082016
"zSU5LLJLnKVHdTEiTXvLtBIQuJ03",7,158,"Rocky Mountain Prep","public","True",30,22,332.358000040054
"1DDl1t6pPkUkgFi3T1Gu9rFyuGc2",6,146,"Rocky Mountain Prep","public","True",30,23,265.180000066757
"J6NJc2njIIZDQkb4xvf8TY9cGvH3",11,200,"Rocky Mountain Prep","public","True",13,11,509.613000154495
"nC19LfM1mkellCxBVHTVL1fFhCh2",9,176,"Rocky Mountain Prep","public","True",30,25,480.546000003815
"J8oZcCK5DJhnCMeqvi64X53cKkp1",7,153,"Rocky Mountain Prep","public","True",30,23,285.865000247955
"Q4Csf5ZOv2dzjcMivxYmgecRSR23",9,181,"Rocky Mountain Prep","public","True",30,16,356.018999814987
"abYpBeR0n1MhQr1IINfVzSmnIMX2",7,155,"Woodside","public","True",29,24,184.501999855042
"K01F3jXpNgSDwgnEQGabYKaqma12",9,177,"Rocky Mountain Prep","public","True",22,14,513.90900015831
"VgRXddJLZHaqX1yf0b0P6O2VSAJ3",6,142,"Rocky Mountain Prep","public","True",30,20,429.446000099182
"Z5La2gRoRoY0BNma1TnHURiPZsj1",6,140,"Rocky Mountain Prep","public","True",30,22,410.276000022888
"szdAJrGS8cbHrkBgpVJ9vORZAMy1",6,145,"Rocky Mountain Prep","public","True",30,18,320.973000049591
"AhgEdzmDaeQIJfle4eK2Eus2SbK2",7,154,"Rocky Mountain Prep","public","True",26,6,563.127999782562
"TwHoIvuV4ca4JKVy7Z0F4SvZ3HD3",8,173,"Rocky Mountain Prep","public","True",30,11,317.24599981308
"8zQfZCwMwdSLOPCjwTXo7OKbiK03",9,179,"Rocky Mountain Prep","public","True",30,17,594.085000038147
"KEeX5s7tlLTk80rjPBJIHK9MdQj2",6,141,"Rocky Mountain Prep","public","True",15,6,543.883000135422
