"user.assessmentUid","runId","user.grade","b-3-4-4","b-3-4-11","b-3-4-17","a-3-4-19","a-3-4-12","b-3-4-10","b-3-4-20","b-5-6-9","a-5-6-15","a-3-4-13","b-3-4-18","b-3-4-8","b-5-6-1","b-3-4-9","b-3-4-1","b-3-4-14","b-3-4-7","b-3-4-13","b-3-4-2","b-3-4-6","b-3-4-19","a-5-6-3","a-5-6-16","b-3-4-5","b-5-6-17","b-3-4-15","b-3-4-16","b-3-4-12","b-3-4-3","b-5-6-12","a-3-4-17","a-5-6-17","a-3-4-14","b-5-6-11","b-5-6-16","a-5-6-5","a-3-4-4","a-5-6-20","a-5-6-4","a-3-4-2","a-3-4-9","b-5-6-4","a-5-6-12","b-5-6-20","b-5-6-8","b-5-6-13","a-5-6-11","b-5-6-10","a-5-6-14","a-3-4-15","a-3-4-6","a-3-4-7","b-5-6-18","a-5-6-8","a-3-4-5","a-3-4-8","b-5-6-6","b-5-6-3","a-3-4-16","a-3-4-11","b-5-6-2","a-5-6-9","a-5-6-6","a-5-6-1","a-5-6-13","b-5-6-5","b-5-6-15","b-5-6-14","a-5-6-18","a-3-4-3","a-5-6-19","a-3-4-1","a-5-6-7","a-5-6-10","a-3-4-10","a-3-4-20","b-5-6-7","a-3-4-18","a-5-6-2","b-5-6-19","b-5-6-19m"
"LiQvU0vaVcaaGY7o3oh9zbt3WrX2","rXKZihmJrMQQnHskPemp","3","1","1","1","1",".","1","1",".",".",".","1","1",".","0","1","1","1","1","0","1","1",".",".","1",".","1","0","1","1","0",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".","0",".","0",".","0",".","1",".",".",".",".",".",".","1",".",".",".",".",".",".","."
"zcdCp9HJ4CcVkz3pA5srWmH8X5E3","po2Majy8hH6TscWehpxM","3","1","1","1",".",".","1","1",".",".",".","1","1",".","1","1","1","1","1","0","1","1",".",".","1",".","1","0","1","0",".",".",".",".",".",".","1",".",".",".",".",".",".",".","1",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".","1","1",".","1","1",".",".",".",".",".",".",".","1",".",".","1",".",".","."
"bk5dVFcL3hVPIEZ0YiOjAznosx03","2T7hzS1eWOPzf7FyCf1R","7","1","1","1",".","0","1","1","1",".",".","1","1",".","1","1","1","1","1","1","1","0",".","1","1",".","1","1","1","1",".","0",".",".",".",".",".",".",".",".","1",".",".","1",".",".",".",".",".",".",".",".",".",".","1",".",".",".","1",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"jTtSXzxATZPAOXJdhkYEEN9j5Qy1","QHDZjALDSOxFzuccHzm7","3","0","0","0",".",".","0","1",".",".","0","0","1",".","0","1","0","0","1","1","0","0",".",".","1",".","0","0","1","1",".",".",".",".",".",".",".","0",".",".",".",".",".",".","0",".",".","1",".",".",".","1",".","1",".",".",".",".","1",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".","."
"EeHg2bBnxRfv6ok3hOFlWiPesu92","J1yjCmu1WIhic7rsNcwX","3","1","1","1",".",".","1","1",".",".",".","1","0",".","1","1","0","1","1","1","0","0",".",".","1",".","0","0","0","1","0",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".","1",".",".","1",".",".",".",".",".","0",".","0",".","1",".","1",".",".","."
"LKCRzhgvseeybSFX2CBPgGRU1r03","v5gJtiIsMUDW4NpG6dAU","7","1","1","1",".","1","1","1",".",".",".","0","1",".","1","1","1","1","0","0","1","0","0",".","1",".","1","0","0","1","1","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".","1",".",".",".",".",".",".",".",".",".","1",".",".",".","."
"NMxUi35o3SW9rVuF2Kxjmh1WYnx1","HuQCFionsnnmEmdgYBpw","2","0","1","1",".","0","1","1",".",".",".","0","0",".","0","0","1","0","0","0","0","0",".",".","0",".","1","1","0","1","0",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".","1","0",".",".",".",".",".","0","."
"wmngW2Wg6ZWR1dvUstwmZ4fIpf23","sgJM1QIlXLEnDieiF2YC","4","0","0","1",".",".","0","1",".",".",".","0","1","1","1","1","0","1","0","1","1","1","0",".","1",".","0","0","1","1",".",".",".",".",".","1",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".","1","1",".",".",".",".",".",".","1",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0","."
"6n8Lh7QyruajXfATkvaHBZztKqU2","rlAyy0TxiRRR0aTBWVBO","3","1","1","1",".",".","1","1",".",".",".","1","1",".","1","1","1","1","1","1","1","1","1",".","1",".","0","0","1","1",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".","1",".",".",".",".",".",".","1",".",".","1",".",".",".","1",".","1",".",".",".",".","1","."
"FIaQHVjnaUaMHz5kvcylESxp6RX2","zJI5RneAo9H72bpS6e5I","2","0","0","1",".","0","0","0",".",".",".","0","0","0","0","0","0","0","0","0","0","0",".",".","0",".","0","0","0","1","1","0",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".","0",".",".","1",".",".",".","."
"vEruy0BoGFfBCUzBjkSvKXfHH422","eN9Fbb8jXI3bOZEVlJte","2","1","1","1","0",".","1","1",".",".",".","1","1",".","0","1","1","1","1","1","0","1",".",".","1",".","1","0","1","1",".",".",".",".",".",".",".","1",".","0",".",".",".",".","1",".","1","1","0",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".","."
"TVwhHHhHSLcYUIowYx3M4nFNA2q1","E3mCUvJzTWDhMNECu633","2","0","0","0",".",".","0","0",".",".","0","0","0",".","0","1","0","1","1","1","1","0",".",".","0",".","0","0","0","0",".",".",".","0",".",".",".",".",".","0",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".","0",".",".",".","0",".",".",".","0",".",".",".",".",".",".",".","0",".",".","0",".",".",".",".","."
"5imxfPNOaNMw7zgkREIrFjoFLrK2","AMGhAutZRIJM3z0Z4wfS","2","0","0","1",".",".","0","1",".",".","0","1","0","1","0","1","0","1","1","1","0","0",".",".","0",".","0","0","0","1",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".","1",".",".",".",".","1",".",".",".",".",".",".",".",".",".","0",".",".",".","0",".",".",".","0",".",".",".","0",".",".",".",".",".",".",".","."
"oDlK7VIbdaZPbqzlYaHHhbQ7UQJ3","mxOJcUGJ1673y0c7wk54","2","0","1","1",".","1","0","1",".",".",".","0","0",".","1","1","1","1","1","1","0","0","0",".","1",".","0","0","0","0",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".","0","1",".",".",".",".","0","1",".",".","."
"3guGQll56sb33M6hdGLPakVwmMD2","poh6XCGgsrK1CTZ7PaGi","2","1","0","0",".",".","0","1",".",".",".","0","0",".","0","0","0","0","0","0","0","0","1",".","0",".","1","0","0","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".","0","1","1",".",".","0","1",".",".",".",".",".",".",".","0",".",".",".",".",".",".","1",".",".",".",".",".",".","."
"sUyqfZUUSiR9H93gLzCnG81sNnE3","6AHKupsx6EFbT1VLOMxB","2","1","0","1",".",".","0","1",".","1",".","1","1",".","1","1","1","0","1","0","1","0",".",".","1",".","1","0","1","1",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0","1",".",".","1",".",".",".",".",".","0",".",".","1",".",".",".",".","1",".",".",".",".","0",".",".",".","."
"jFlrZRAJ3JekjgNc2EQW3in8QNq1","NJDrO8VAEgctcYjbOUw8","3","1","1","1",".",".","0","0",".",".",".","0","1",".","1","1","1","0","0","0","1","0",".",".","0",".","0","0","1","0",".",".",".",".",".",".","0",".",".",".",".",".","1",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".","0","0","0",".",".",".","1",".",".","0",".","."
"wm0uh1pBitVv9MtHZvmq8wRZj7j2","j6iiZzlENmivE4tYYYnh","3","0","1","1",".",".","0","1",".",".",".","0","1","0","0","1","0","0","0","1","0","0",".",".","1",".","0","1","1","0",".","0","1","1",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".","1","0","1","."
"mFgAUjT0QNgqTxSCVgRLcipFKHz2","8LJjHgai9YcVAOAxWj7D","3","1","0","1",".",".","1","1",".","1",".","0","0",".","1","1","1","1","1","1","0","0",".",".","1",".","0","0","0","0",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".","1",".",".",".","0",".",".",".",".","0",".",".",".",".",".","0",".",".",".",".","0",".",".",".",".","1",".",".",".",".",".",".","0",".",".","."
"VUG0CxzobhRsDHMnTedQPWGL4fe2","LL8ipyMsugK5Fufi2Mz4","5","1","1","1","1",".","1","1",".","1",".","0","1",".","1","1","1","1","1","0","0","0",".",".","1",".","1","1","1","1",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".","1",".",".",".",".","1","1",".","1",".",".",".","1","."
"uMGaIlg6QVQVgz1GRRJw0wYTazk2","QLyNp4giAS3EnSfdpq3H","3","0","0","0",".",".","0","1",".",".",".","0","0","0","0","1","1","1","1","1","1","0",".",".","1",".","1","1","0","1",".",".",".",".",".",".",".","0","1",".",".",".",".",".",".",".","0","0",".",".","0",".",".",".",".",".","1",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0","."
"ZX3Wf62oNQVfxQXMBw6W3AzxbX32","RFInn5kUdGDt1V2kAzVq","2","0","0","0",".",".","0","0",".","0",".","0","0",".","0","1","0","0","0","0","0","0",".",".","0","0","0","0","1","0",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".","0",".",".",".",".",".","0",".",".",".",".",".",".","0",".",".",".","0",".",".","0",".",".",".",".",".",".",".",".",".","1","."
"0FVXYuOne3UHEwpg0k5dE45CuIo1","1VwohyFLjq5OVTrMucwB","1","0","0","1",".","0","0","1",".",".",".","0","0","0","0","0","0","1","1","0","0","0",".",".","0",".","0","0","0","0",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".","0",".",".","0",".",".",".",".","1",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".","0",".",".","0",".","."
"ioYrwuecSpXzvgckme7WwBuw2Z53","6vQrFD52nRaovR2EJrxh","3","1","1","1",".",".","1","1",".",".",".","1","1",".","0","1","0","1","1","1","0","0",".",".","1",".","1","0","0","1",".","1","0",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".","1",".",".",".","1","0",".",".",".",".",".",".",".",".",".","1",".",".",".","1",".",".",".",".","1",".",".",".",".",".",".",".",".","."
"T1p23XWXecfi1dsB1IOR6NeIuOw1","OVKKIRUFeI1lFj3vkaPv","3","1","1","1",".",".","1","1",".",".",".","1","1",".","0","1","0","1","1","1","1","0",".",".","1",".","1","1","1","0",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".","1","1",".",".",".",".",".",".",".","1",".",".","0","1","1",".",".","1",".",".",".","1",".",".",".",".",".","."
"sZS6uiCWodMiRgvwqdsn6dFrUGq2","dzVwnKKGUvbdnnhNrSyu","2","1","1","1",".","0","1","1",".",".",".","0","1",".","0","1","1","1","0","1","0","0",".",".","1",".","0","0","1","1",".",".",".",".",".",".",".",".",".",".",".","0",".","1","0",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".","0",".","1",".",".","0",".",".",".",".","1",".",".",".",".",".",".",".",".","."
"RMco093GMDhqgJspSPjsQumOxuf2","Q96GuvQRIhkFgvUvIHCE","2","0","0","0","0",".","0","0",".","0",".","1","0",".","0","0","1","0","0","0","1","0",".",".","0","1","1","1","0","0",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0","0",".",".",".",".","0","0",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".","."
"wootiT2cxjQ6k1OBTEirKScLWPx2","zAqBXOTXeBGEwGJEsIwB","3","1","1","1",".",".","1","1",".",".",".","1","1",".","1","1","0","1","1","1","1","1",".",".","1","1","1","0","1","0",".",".","1",".",".",".",".","1",".",".",".",".",".",".",".","0",".",".",".",".","1",".",".",".","1",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".","1",".",".",".",".","."
"YWGX6KrrNuXL2lJsBYBoggoYe0m1","BCbTxsQMpzFXuWxpmkJl","8","1","1","1",".","0","1","1",".",".",".","1","1",".","1","1","1","1","1","1","1","0",".",".","1",".","1","1","1","1",".",".",".",".",".",".",".","1","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".","1","1","1",".",".",".",".","1",".",".",".",".",".","1",".",".",".",".",".",".",".","."
"8ayNTHF614akYHJ9z1Jzhjmd36R2","kTtTpGHXta7Dl8fZsx6N","3","1","1","1",".","0","1","1",".",".",".","0","0","1","1","1","0","1","1","1","1","0",".",".","1","1","1","0","0","0",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".","1",".",".",".","0",".",".",".","1",".",".",".",".",".",".",".",".","1","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"kLJWXABCqJTpDUPtqUGsY6G2kiG2","Y3CV4rcB9ugxyewal4sL","2","0","1","1",".",".","0","1",".",".",".","1","1",".","0","1","0","0","1","0","0","0",".",".","0","1","0","1","0","0",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".","0",".","0",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".","0",".","0","1",".","0",".",".",".",".",".",".","."
"OXZmXm0A4BdBG1LxLhMLGGeHQVs2","Pde6z2y1RwqyPAYo9HaU","2","1","0","1",".",".","0","0",".",".","0","1","0",".","0","1","1","1","0","1","0","0","1","1","0",".","1","1","0","0",".",".",".",".",".",".","0",".",".",".",".",".","1",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".","1",".","1",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"SGw6XqZWE2QnQTkU5ez5wtjft8G2","2a7HeLb4TCrNzSamd6Z1","3","1","1","1",".",".","1","1",".",".",".","1","1",".","1","1","1","1","1","1","1","1",".",".","1",".","0","0","1","1",".",".",".",".",".",".",".",".","1",".",".","1",".",".",".",".","1",".",".",".",".",".",".",".","1",".","1",".",".",".",".",".",".",".",".",".","1",".","1",".",".",".","1",".","0",".",".",".",".",".",".","."
"KXknxTcfzNdTaEP4tzkc9NumdiH3","UJ5OleRuYn9WWQL62KsG","2","0","0","0",".",".","0","1",".","1",".","0","1",".","0","1","1","0","0","1","0","1",".",".","0",".","0","0","0","1","0",".",".",".",".",".",".","1",".","1",".","0","1",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".","."
"dKHrsxIHAxR1WkZ2thAa7H6s1m82","QctE3C23Sc7FDJKeJsVV","3","1","0","0","0",".","0","1",".","1",".","0","1","1","0","1","1","0","1","1","1","1",".",".","0",".","1","0","1","1","0",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".","1",".","0",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".","."
"gMXeANUsXTa4Yt9LEkwwhcScwez2","8EkgNU2COHN5zDRFONPR","2","1","1","1",".",".","0","1",".",".",".","0","1",".","1","0","1","1","1","1","1","0",".","1","1",".","1","0","1","0",".",".",".",".",".",".","0",".",".",".",".",".","0",".",".",".",".","0",".",".","0",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".","0",".","0",".",".",".","1",".",".",".",".",".",".",".",".","."
"whCAomYMGEZ335vJeBosJ0bJHYp1","HA8nzLJoUNNSX50jBpw7","2","1","1","1","0",".","0","1",".",".","1","1","1",".","1","1","1","1","1","1","1","0",".",".","1",".","1","0","1","1","0","1",".",".",".",".","0",".","1",".",".",".",".",".","1",".",".",".",".","1",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ywz3Ch4jKjaFYrsePqXETTzziU53","0EE7t6nty1lRwqMbjRQg","2","1","0","1",".",".","1","1",".",".",".","1","1","1","1","1","1","1","1","1","0","0",".",".","1",".","1","0","1","1",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".","0","1",".","1",".",".",".",".",".",".","1",".",".",".",".",".",".",".","1",".",".",".",".","0",".",".","."
"vCt7JpnugjcM5JpWxqMJOpHq2Po2","AI73wlvejbJESAzlgKcI","2","1","0","1","0",".","1","1",".",".",".","0","1",".","1","1","0","0","1","1","1","0",".",".","0",".","1","0","0","1",".",".","0",".",".",".",".",".",".",".",".","0",".","0","0",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".","1",".",".",".","0",".",".",".",".",".",".","0",".","."
"bXkQKVAzbaMAbmhHhjZ7KfcCC8d2","juWDZmFfnFqLbn3N1SJz","3","0","1","1",".",".","1","1",".",".",".","1","1",".","0","1","1","1","0","1","1","0",".",".","1",".","0","0","0","1",".",".","1",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1","1",".",".",".",".","1",".","0","1",".","1","."
"XncC3BfUypMZMcAAkvzs2qu4QY23","j4RuJpCE4wH6gGVKPotd","3","1","1","1",".",".","1","1","1",".",".","0","1",".","0","1","0","1","0","1","1","0",".","0","0",".","1","0","1","0",".",".",".",".",".",".",".","1","1",".",".","1",".",".",".",".","0",".",".",".",".",".",".",".","1","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".","."
"qTYpOI0e4sYuSY5PGpXhlb2mWyy1","zIiVtQBkhNPArxAV9Qai","2","1","1","1",".",".","1","1",".",".","1","1","1",".","1","1","0","1","1","1","1","1","1",".","1",".","1","0","1","1",".",".",".",".",".",".","1",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".","1",".",".",".","1",".",".",".",".","0",".",".",".",".",".",".","1",".",".",".","."
"eOQLSI09F2OEzANP0Nlxup15zv23","UuSPQnG236xeTOxsEAxM","2","1","1","1","0","1","0","0","0",".",".","1","0",".","0","0","0","0","1","0","0","0","0",".","0",".","1","0","0","0",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".","."
"ZtorAGHvyOS0mbG3GCC0XnRCP2o2","tdcRSR980wOO4aINmXqX","8","1","1","1",".","1","1","1",".","1","1","1","1",".","1","1","1","1","1","1","1","1",".",".","1",".","1","1","1","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1","1","1",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".","1",".",".",".","."
"6QmyRsPW86hReBD5dwaE5WOzAse2","ntwS8y1iaMvy8n6PR5JK","2","1","1","1",".",".","0","0",".",".",".","1","1",".","0","1","0","0","0","1","0","0",".",".","0",".","0","0","0","0",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".","1",".",".",".",".","1","0",".",".",".",".","0",".","0",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".","0","."
"BkH96omnDsPBO8JcEm4iyCgqgQB3","vBvbqr3iQKjuRKkhdCqQ","2","0","1","0",".",".","1","0","0",".",".","0","0",".","0","0","0","1","1","0","0","1",".",".","0",".","0","0","0","0",".","0",".",".","1",".",".","0",".",".",".",".",".",".",".",".",".",".",".","0",".","0",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".","1","0",".",".",".",".",".",".",".",".",".",".",".","."
"wZwmeb97KQON9f8HKEmBDq5X1k82","xX8b3iFnMqObZElL9JIv","2","1","0","1",".","1","0","0","0",".",".","0","1","0","1","1","1","1","1","1","1","0",".",".","1",".","0","0","0","1",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".","0",".","0",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".","."
"FCdhUEzXKpgKIrIgCyXRE1ua59E3","ihmJHTyFd38zoH8V6Kb7","3","1","1","1","1",".","1","1",".","0",".","1","0",".","1","1","1","1","1","0","1","1","1",".","1",".","1","0","1","0",".",".",".","1",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".","1",".",".",".","0",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"kb4a8J5qlsMvBxIyC0RJi2nrOzp2","qayFHcBQ6z9vkDIgwx4j","1","1","0","1",".",".","0","1","0",".",".","0","1",".","1","1","1","1","0","0","0","0",".","1","0",".","0","0","0","0",".","0",".",".",".",".","1",".",".",".",".",".","1","0",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".","1",".",".",".",".",".","."
"CvwvoC4xqQY0lBDmiJDvdhCiCh33","Vbe2ILn37kLZWOb8GoPs","7","1","1","1",".",".","1","1",".",".",".","1","1",".","1","1","1","1","1","1","1","0",".",".","1",".","1","1","1","1","1","0",".",".",".",".","1",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1","1",".","1",".","1","0",".",".",".",".",".",".",".",".","."
"4b5RNH7yoHMQYGIqF8oZOKb3eSs1","cLwZdtY4mOLbYcUeeZHq","1","0","0","0",".",".","1","1",".",".",".","0","0",".","1","0","1","0","0","0","0","0","1",".","0","0","0","0","0","0",".",".",".","1",".",".",".",".",".",".","0",".",".",".",".",".","1","0",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".","0",".",".",".","."
"i6OTIhHtALgSg1S3Qfd1W4psFzt1","2vIhxSHqqRiF9OVppXro","2","0","0","1",".",".","0","0",".",".",".","0","0",".","1","0","1","0","0","1","0","0",".",".","0",".","0","0","0","0",".",".","0",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".","1",".","0",".",".","0",".",".",".",".","0",".",".",".",".",".",".","0",".",".",".",".","0","0",".",".",".",".",".",".","."
"ymEr1qzk77Uy5OcsCpZGdnQdjYM2","Hz5THt2Ye0HVeWLkEH0M","2","0","0","1",".",".","1","0",".",".",".","0","1",".","1","1","0","0","1","0","1","0",".",".","0",".","0","1","1","1",".",".",".","0",".",".","1","0",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".","0",".","1",".",".",".",".",".",".","1",".","0",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".","."
"ERnSrV4NHfcovvqdPhqoYbcLYCB2","mFUdVKeD7vSiloKREPAT","3","1","0","0",".",".","1","1",".","1",".","0","1",".","1","1","1","1","1","1","1","1",".",".","1",".","1","0","1","1",".","1",".","1",".",".",".",".",".","1",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".","1",".",".","1",".",".",".",".",".",".",".","1",".",".",".",".",".",".","1",".",".",".",".",".",".",".","."
"aZZKKXaadjaBoRVyUEyrPvixOmo2","ejIooi6lM65CH5tCYLrm","2","0","1","0",".",".","0","0","0",".",".","0","0",".","0","0","0","1","0","0","0","0",".",".","0",".","0","0","0","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".","0",".",".",".",".",".",".","0",".",".",".",".","0","0","0",".",".",".",".",".",".",".","0",".",".",".","0",".",".",".",".","."
"RWmwwRGEjshNipWxHrIjb8IL3mi1","VciybgNmX7ZaGBwPBIr4","8","1","1","1",".",".","1","1","1",".",".","1","1",".","1","1","1","1","1","1","1","0",".",".","1",".","1","1","0","1",".","1","1","1","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".","0",".","1",".","."
"ulVCk5slXlPnrnXBHerxr9kc7233","85i5ocJ0RexIA58h37O2","3","1","1","1",".",".","0","1","1",".","0","1","0",".","1","1","1","1","1","1","1","1",".",".","1",".","1","0","1","0","0",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".","1",".",".","1",".","1",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".","."
"u0R4izZrMHMgpubLBHzqXIVLvcj1","JVgeNCl0MzcNSJbOHEB9","3","1","0","1",".",".","1","0",".",".",".","1","1",".","1","0","1","1","0","0","1","0",".","0","1",".","1","1","0","0",".",".",".","1",".","0",".",".",".",".","0",".",".","1",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".","1",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".","."
"QEF2PF3vsnX71NnxfGdxKMGWWkU2","fM9Y9mAnhBzZft4FJsJ2","2","1","0","0",".","0","0","1",".",".",".","1","0",".","0","1","0","1","0","0","1","0",".",".","0","0","0","0","1","0",".",".","0",".",".",".",".",".",".",".",".","0","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".","0",".",".",".","1",".",".",".",".","1",".",".",".",".",".",".",".","."
"KrpLPvPRHbPXWLjsQLqkvyr6Xt93","03hf6c0ET54XUR8WA7pp","2","1","1","1",".",".","1","1","1",".",".","1","1",".","0","1","1","1","1","0","0","0",".","0","1",".","1","0","0","1",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".","1","1",".",".",".","1","1",".",".","."
"QJlVNIEGw8baScxjWY9fpKmZtxF3","IG2DIH6JcgQm7TD9eqlc","2","1","1","0","1",".","0","1",".",".",".","1","0",".","1","1","1","1","1","0","1","0",".",".","1",".","1","0","0","1","0",".",".",".",".",".",".",".","1","0",".",".","0",".",".",".","0",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".","."
"kD94OHAl5IYK7JxSYhV0sKieuKi2","vxZMjwuhLEo41SGwUL79","2","1","0","1",".","1","0","1","0",".","0","1","1",".","1","1","0","1","1","1","1","0",".",".","1","0","1","0","1","0",".",".",".",".",".",".",".",".",".","1",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".","0",".",".",".","1",".",".",".",".",".",".",".","."
